url,title,program,target,researcher,priority,disclosed_at
https://bugcrowd.com/disclosures/ef50e1dd-1cc5-4c85-908d-cdc384a89bd3/internal-solr-query-injection-enabling-local-file-inclusion-and-potential-ssrf-on-trek-nasa-gov,Internal Solr Query Injection enabling Local FIle Inclusion and Potential SSRF on trek.nasa.gov,National Aeronautics and Space Administration (NASA) - Vulnerability Disclosure Program,https://nasa.gov,YeJunWon,1,23 Mar 2026
https://bugcrowd.com/disclosures/5889c7cb-88eb-4641-aa16-80ca787d4e1a/timing-based-email-enumeration-in-forgot-password-endpoint-my-nasa-gov,Timing-Based Email Enumeration in Forgot Password Endpoint (my.nasa.gov),National Aeronautics and Space Administration (NASA) - Vulnerability Disclosure Program,https://nasa.gov,0xFoundx,5,20 Mar 2026
https://bugcrowd.com/disclosures/5e76bccc-1df1-4403-8532-b289f19659b0/insecure-google-drive-permissions-allow-complete-deletion-of-nasa-sepval-2023-event-data,Insecure Google Drive Permissions Allow Complete Deletion of NASA SEPVAL 2023 Event Data,National Aeronautics and Space Administration (NASA) - Vulnerability Disclosure Program,https://nasa.gov,asjadbutt,3,20 Mar 2026
https://bugcrowd.com/disclosures/948921ed-6603-4d2b-9022-f25f6552138f/unauthenticated-remote-code-execution-rce-via-unsafe-clojure-deserialization-on-cmr-earthdata-nasa-gov,Unauthenticated Remote Code Execution (RCE) via Unsafe Clojure Deserialization on cmr.earthdata.nasa.gov,National Aeronautics and Space Administration (NASA) - Vulnerability Disclosure Program,https://nasa.gov,obaskly,1,20 Mar 2026
https://bugcrowd.com/disclosures/eaf683cd-2b9e-48d6-8ee2-5fc21b47682b/broken-access-control-leads-to-information-disclosure,Broken Access Control leads to information disclosure,National Aeronautics and Space Administration (NASA) - Vulnerability Disclosure Program,https://nasa.gov,LokeshTiwary,3,20 Mar 2026
https://bugcrowd.com/disclosures/9d2c7b28-7ff7-439c-9149-f74a883815e3/xml-external-entity-xxe-injection-via-regex-bypass-in-cmr-aql-parsing-enables-ssrf-service-enumeration-and-blind-file-reads,"XML External Entity (XXE) Injection via Regex Bypass in CMR AQL Parsing Enables SSRF, Service Enumeration, and Blind File Reads",National Aeronautics and Space Administration (NASA) - Vulnerability Disclosure Program,https://nasa.gov,dewankpant,1,17 Mar 2026
https://bugcrowd.com/disclosures/6a0a39b7-30b8-466e-919d-f66c3e18d79a/authentication-bypass-via-commented-guest-button-in-csbf-aquila-system,Authentication Bypass via Commented Guest Button in CSBF Aquila System,National Aeronautics and Space Administration (NASA) - Vulnerability Disclosure Program,https://nasa.gov,Ghost-2099,4,13 Mar 2026
https://bugcrowd.com/disclosures/193a57e6-91cb-480c-850f-1a149419e881/rxss-html-injection-in-cdn-earthdata-nasa-gov-via-docson-viewer-enabling-phishing-attacks,RXSS & HTML Injection in 'cdn.earthdata.nasa.gov' via Docson viewer Enabling Phishing Attacks,National Aeronautics and Space Administration (NASA) - Vulnerability Disclosure Program,https://nasa.gov,jesssuwu,3,11 Mar 2026
https://bugcrowd.com/disclosures/abfa03c7-9c7d-46f7-b255-9766199dac4a/saml-authentication-bypass-leading-to-unauthenticated-admin-takeover-on-scijinks-gov-nesdis-noaa-gov,SAML Authentication Bypass Leading To Unauthenticated Admin Takeover on scijinks.gov / nesdis.noaa.gov,National Aeronautics and Space Administration (NASA) - Vulnerability Disclosure Program,https://scijinks.gov/,meeranh,1,11 Mar 2026
https://bugcrowd.com/disclosures/280699fc-f44e-4093-8ef8-135acb16ec3b/csrf-xss-post-via-exposed-backup-php-file,CSRF + XSS (POST) via exposed backup.php File ,National Aeronautics and Space Administration (NASA) - Vulnerability Disclosure Program,https://nasa.gov,Joukerr,3,11 Mar 2026
https://bugcrowd.com/disclosures/7aa47bd3-0d9b-4ff0-bad0-6082c10b7858/open-redirect-via-displayfile-parameter-on-lmse-larc-nasa-gov,Open Redirect via displayFile parameter on lmse.larc.nasa.gov,National Aeronautics and Space Administration (NASA) - Vulnerability Disclosure Program,https://nasa.gov,Rootk1d--,4,11 Mar 2026
https://bugcrowd.com/disclosures/a2711a51-2e74-4440-80ca-f5d18f13c72e/information-disclosure-of-legacy-administrative-guide,Information Disclosure of Legacy Administrative Guide,National Aeronautics and Space Administration (NASA) - Vulnerability Disclosure Program,https://nasa.gov,andikacahyarahman,5,11 Mar 2026
https://bugcrowd.com/disclosures/003aefd2-dd3a-41a2-9e3a-448ba90403d1/broken-function-level-authorization-allows-standard-users-to-access-internal-funding-manager-pii-via-project-funding-api,Broken Function-Level Authorization Allows Standard Users to Access Internal Funding Manager PII via Project Funding API,National Aeronautics and Space Administration (NASA) - Vulnerability Disclosure Program,https://nasa.gov,Tr0p,3,11 Mar 2026
https://bugcrowd.com/disclosures/4d4defac-03e8-479e-b15e-ceef490cb090/improper-access-control,Improper Access Control,National Aeronautics and Space Administration (NASA) - Vulnerability Disclosure Program,https://nasa.gov,dzakyzak71,5,10 Mar 2026
https://bugcrowd.com/disclosures/6cea28c5-b3a9-45a8-8617-826ba0649279/default-credentials-for-teamwork-cloud,Default credentials for Teamwork Cloud,National Aeronautics and Space Administration (NASA) - Vulnerability Disclosure Program,https://nasa.gov,jpablo,1,9 Mar 2026
https://bugcrowd.com/disclosures/1233795e-04b0-4f40-b16f-37c6693db733/information-disclosure-microsoft-front-page-misconfiguration,Information disclosure - Microsoft front page misconfiguration,National Aeronautics and Space Administration (NASA) - Vulnerability Disclosure Program,https://globe.gov/,SilverHatt,5,9 Mar 2026
https://bugcrowd.com/disclosures/6831f331-fa98-4deb-945e-ef1fd7713393/chaining-csrf-xss,Chaining csrf+XSS,National Aeronautics and Space Administration (NASA) - Vulnerability Disclosure Program,https://nasa.gov,nakul_mahajan,3,5 Mar 2026
https://bugcrowd.com/disclosures/b2c00b8c-2a5e-4d3c-87e6-41f153f3644c/public-api-exposes-internal-nasa-usernames-and-acl-metadata-on-nlsp-sidemenu-endpoint,Public API exposes internal NASA usernames and ACL metadata on NLSP sidemenu endpoint,National Aeronautics and Space Administration (NASA) - Vulnerability Disclosure Program,https://nasa.gov,c3L0Mu1d3R,4,5 Mar 2026
https://bugcrowd.com/disclosures/7c919b14-e9df-47a1-bae0-206f77c1379c/pii-exposure-in-nasa-nssc-internal-procedure-pdf,PII Exposure in NASA NSSC Internal Procedure PDF,National Aeronautics and Space Administration (NASA) - Vulnerability Disclosure Program,https://nasa.gov,Daniyal_khan,1,5 Mar 2026
