disclosure_report_url,title,program,target,researcher,priority,disclosed_at
/disclosures/4791ed3d-3b35-4e8e-a514-e567c40ee6d0/public-google-drive-exposure-on-appliedsciences-nasa-gov-leads-to-credential-disclosure-and-unauthorized-access-to-urs-earthdata-nasa-gov,Public Google Drive Exposure on appliedsciences.nasa.gov Leads to Credential Disclosure and Unauthorized Access to urs.earthdata.nasa.gov,,https://nasa.gov,,3,13 Feb 2026
/disclosures/9422ec60-a046-49aa-adb0-4e90ab8c621f/open-redirect-due-to-vulnerability-in-grafana,open redirect due to Vulnerability in Grafana,,https://nasa.gov,,4,11 Feb 2026
/disclosures/e49344c4-263e-4463-a445-c9e694f71bf9/broken-access-control-leads-to-full-experiment-data-disclosure,Broken Access Control Leads To Full Experiment Data Disclosure,,https://nasa.gov,,,10 Feb 2026
/disclosures/9784efbe-db60-4276-8c38-625ad6917600/broken-function-level-authorization-allows-standard-users-to-access-internal-funding-manager-directory-and-pii,Broken Function Level Authorization Allows Standard Users to Access Internal Funding Manager Directory and PII,,https://nasa.gov,,3,6 Feb 2026
/disclosures/2560ef0c-bc4d-47ae-882d-fd28d665d2aa/publicly-accessible-legacy-directory-exposes-curriculum-vitae-containing-personal-information-pii,Publicly Accessible Legacy Directory Exposes Curriculum Vitae Containing Personal Information (PII),,https://nasa.gov,,3,6 Feb 2026
/disclosures/482e1b73-d645-4511-936e-a051da3fa66d/deleted-sku-causes-crash-in-user-manage-subscriptions-page,Deleted SKU Causes Crash in User Manage Subscriptions page.,,Platform Access - Web App ,,1,2 Feb 2026
/disclosures/ee149161-a5b1-4fce-b748-ff6276dbd087/reflected-xss-on-plus-nasa-gov,Reflected XSS on plus.nasa.gov,,https://nasa.gov,,5,30 Jan 2026
/disclosures/9d19be65-b66b-47db-b565-4e884521ebeb/sensitive-data-exposure,Sensitive Data Exposure,,https://nasa.gov,,5,30 Jan 2026
/disclosures/cec21217-102d-41e8-a14e-50779f002334/unauthenticated-public-download-of-nasa-internal-mobile-device-inventory-xlsx-exposing-pii-and-operational-asset-data,Unauthenticated Public Download of NASA Internal Mobile Device Inventory XLSX Exposing PII and Operational Asset Data,,https://nasa.gov,,3,30 Jan 2026
/disclosures/c51e2180-2a9e-46a7-9ded-ecf8930cec36/publicly-accessible-nasa-internal-shipping-document-exposing-sensitive-information,Publicly Accessible NASA Internal Shipping Document Exposing Sensitive Information,,https://nasa.gov,,3,28 Jan 2026
/disclosures/8292330f-a5fe-4758-b3f4-83230856bb3c/public-exposure-of-internal-nasa-performance-metrics-and-high-risk-status-presentation,Public Exposure of Internal NASA Performance Metrics and High-Risk Status Presentation,,https://nasa.gov,,5,28 Jan 2026
/disclosures/b0cdc391-1401-447d-b9fb-574224507fc7/xss-via-checkbox-https-heasarc-gsfc-nasa-gov-cgi-bin-w3browse-w3browse-pl,XSS via Checkbox ( https://heasarc.gsfc.nasa.gov/cgi-bin/W3Browse/w3browse.pl ),,https://nasa.gov,,5,28 Jan 2026
/disclosures/7e1d92cf-a034-4ea1-a5df-e621c1192223/privilege-escalation-race-condition-allows-multiple-owners-despite-single-owner-restriction,Privilege Escalation: Race Condition Allows Multiple Owners Despite “Single Owner” Restriction,,app.manychat.com,,4,28 Jan 2026
/disclosures/e6311c37-af3c-40e3-afca-1ec94e2617d1/server-side-source-code-disclosure-via-jsp-bak,Server-Side Source Code Disclosure via .jsp.bak,,*.bia.gov,,3,26 Jan 2026
/disclosures/bfb4f27e-af84-4f95-a29c-eee97f2b805d/server-side-source-code-disclosure-via-jsp-bak,Server-Side Source Code Disclosure via .jsp.bak,,*.bia.gov,,3,26 Jan 2026
/disclosures/02ef9584-b756-485f-910e-d0a44eddab57/sensitive-internal-log-disclosure-on-nasa-gov,Sensitive Internal Log Disclosure On NASA.gov,,https://nasa.gov,,5,22 Jan 2026
/disclosures/9e02d0a1-b625-4b11-966e-757e8fc43cca/permission-bypass-in-explicit-media-endpoints-leading-to-private-message-leakage,Permission Bypass in Explicit Media Endpoints leading to Private Message Leakage,,Discord owned APIs and services,,2,16 Jan 2026
/disclosures/ac6c2662-9c9c-4734-b653-8afcd001952f/vulnerability-report-server-side-request-forgery-ssrf,Vulnerability Report – Server-Side Request Forgery (SSRF),,https://nasa.gov,,5,16 Jan 2026
/disclosures/67d9b0ae-995c-4cf1-a548-b9ef6310709c/systemic-pii-disclosure-personal-emails-via-ckan-api-endpoints,Systemic PII Disclosure (Personal Emails) via CKAN API Endpoints,,,,5,15 Jan 2026
/disclosures/89423739-5923-418b-85f2-0afb97aec23f/public-exposure-of-internal-nginx-configuration-file-via-earthdata-source-repository,Public Exposure of Internal Nginx Configuration File via Earthdata Source Repository,,https://nasa.gov,,5,15 Jan 2026
/disclosures/eadeba7d-546e-44a0-8ee7-b94d34dd5664/welcome-kit-for-new-nasa-employees,Welcome kit for new NASA employees,,https://nasa.gov,,5,14 Jan 2026
/disclosures/af682b83-20f5-434b-916e-d5f2461a5e75/report-vunerability-nasa,Report vunerability nasa,,https://nasa.gov,,4,13 Jan 2026
/disclosures/ff21ce49-7693-495a-a180-acfb45539ba4/public-exposure-of-nasa-employee-pii-full-names-work-emails-via-unrestricted-public-xlsx-file,Public Exposure of NASA Employee PII (Full Names + Work Emails) via Unrestricted Public XLSX File,,,,3,7 Jan 2026
/disclosures/7c4c4c7b-e105-4def-80bf-f58030165f69/open-redirect-on-worldstarhiphop-com,open redirect on worldstarhiphop.com,,worldstarhiphop.com,,4,7 Jan 2026
/disclosures/4b84e39f-82fc-471a-9595-d27b347b3210/one-click-takeover-of-the-victim-s-board-and-a-delete-csrf-that-can-permanently-delete-any-workspace-or-board-the-victim-has-access-to,One-click takeover of the victim's board and a DELETE CSRF that can permanently delete any workspace or board the victim has access to.,,trello.com,,2,7 Jan 2026
/disclosures/553d0e6f-9398-4a53-8527-5cd7bc02caac/weak-password-policy-guest-nasa-gov,Weak Password Policy – guest.nasa.gov,,https://nasa.gov,,5,6 Jan 2026
/disclosures/5f56b345-6a38-488d-b040-75f75dfccfff/host-header-injection-on-urs-earthdata-nasa-gov-open-redirect-redirect-reflects-untrusted-host,Host Header Injection on urs.earthdata.nasa.gov (Open Redirect / Redirect Reflects Untrusted Host),,https://nasa.gov,,5,6 Jan 2026
/disclosures/7c006283-8ea3-4437-b260-6cb535da7c3f/pii-exposure-on-git-earthdata-nasa-gov-and-host-header-redirect-issue-on-urs-earthdata-nasa-gov,PII exposure on git.earthdata.nasa.gov and Host Header redirect issue on urs.earthdata.nasa.gov,,https://nasa.gov,,5,6 Jan 2026
/disclosures/23633f1a-6da4-4cbe-84b0-8a1b6b65e55d/critical-supply-chain-vulnerabilities-in-nasa-trajectory-subsetter-container-multiple-cves-unverified-third-party-dependencies,Critical Supply Chain Vulnerabilities in NASA Trajectory Subsetter Container (Multiple CVEs + Unverified Third-Party Dependencies),,https://nasa.gov,,5,6 Jan 2026
/disclosures/0adc25e9-d062-414a-a30a-1746935c5d0d/user-controlled-url-propagated-into-angularjs-root-scope-via-location-absurl-dom-xss-primitive,User-controlled URL propagated into AngularJS root scope via $location.absUrl() (DOM XSS primitive),,,,5,6 Jan 2026
/disclosures/7af639ae-55d7-4ea4-a744-54899a9473e6/expired-tls-certificates-on-www-globe-gov-and-multiple-subdomains-cryptographic-weakness-p4,Expired TLS Certificates on www.globe.gov and Multiple Subdomains — Cryptographic Weakness (P4),,https://globe.gov/,,5,6 Jan 2026
/disclosures/d25899a1-658c-4576-a7e8-d47caf720844/exposure-of-live-urs-authentication-token-in-public-nasa-earthdata-files,Exposure of Live URS Authentication Token in Public NASA Earthdata Files,,https://nasa.gov,,5,6 Jan 2026
/disclosures/d8c57eb9-6a81-496b-9e2f-d12ae0faf567/csrf-standard-user-can-update-his-role-leads-to-full-org-takeover,CSRF standard user  can update his role leads to full org takeover,,api.edgedelta.com,,4,5 Jan 2026
/disclosures/24fdb936-24c4-46e2-a3fd-3b36e91bf6ab/sensitive-information-disclosure-directory-indexing-enabled-on-aero-fp-larc-nasa-gov,Sensitive Information Disclosure - Directory Indexing Enabled on aero-fp.larc.nasa.gov,,https://scijinks.gov/,,5,31 Dec 2025
/disclosures/8bc6a894-035b-40ca-bb66-d2f79d0702c2/ftp-server-password-found-for-the-nasa-langley-research-center,FTP server password found for the NASA Langley Research Center,,https://nasa.gov,,5,31 Dec 2025
/disclosures/e0de328a-8882-404c-b8eb-afb70f29c8e1/sensitive-date-expose,Sensitive date expose,,https://nasa.gov,,5,31 Dec 2025
/disclosures/0037e623-8f64-4792-8943-5d6aca6bd4b7/publicly-accessible-internal-nasa-atom-deployment-guide-containing-sensitive-operational-pii-data,Publicly Accessible Internal NASA ATom Deployment Guide Containing Sensitive Operational & PII Data,,https://nasa.gov,,5,30 Dec 2025
/disclosures/e07fc7bd-9d1f-421e-978c-71c2802b2697/security-vulnerability-report-txt-version-react2shell-cve-2025-55182,SECURITY VULNERABILITY REPORT (TXT VERSION) React2Shell  CVE-2025-55182,,,,1,30 Dec 2025
/disclosures/0cc1fcb3-b050-4f58-8be6-bacbdf099d28/html-injection-in-first-name-field-leads-to-styled-output-in-nasa-newsletter-confirmation-email,HTML Injection in First Name Field Leads to Styled Output in NASA Newsletter Confirmation Email,,https://nasa.gov,,5,30 Dec 2025
/disclosures/f2f4a65f-b225-4a0e-b018-104b8793ae5e/stored-xss-in-comment-field-of-observation-leads-to-cookie-theft-and-js-execution,Stored XSS in Comment Field of Observation – Leads to Cookie Theft and JS Execution,,https://globe.gov/,,2,30 Dec 2025
/disclosures/d97ff466-3335-46fd-9503-d0648b211bac/editable-internal-google-docs-exposed-via-google-dork-on-eospso-nasa-gov,Editable internal Google Docs exposed via Google dork on eospso.nasa.gov,,https://nasa.gov,,2,29 Dec 2025
/disclosures/41e70d21-db93-463c-a80e-4ee03942a481/cve-2025-55182-deserialization-on-vizss-czdt-smce-nasa-gov-through-via-post-parameter-0-leads-to-remote-code-execution-rce,"[CVE-2025-55182] Deserialization on vizss.czdt.smce.nasa.gov through /* via POST parameter ""0"" leads to Remote Code Execution (RCE)",,https://nasa.gov,,1,23 Dec 2025
/disclosures/83d8d93a-4ae6-46d3-a85e-8532cdf4d4e1/publicly-accessible-scientific-slide-deck-containing-multiple-personal-email-addresses-identities-institutional-addresses,"Publicly Accessible Scientific Slide Deck Containing Multiple Personal Email Addresses, Identities & Institutional Addresses",,https://nasa.gov,,5,23 Dec 2025
/disclosures/ba063b15-b037-458a-82ef-424db93e4779/publicly-accessible-nasa-related-research-pdf-containing-personal-contact-information-and-sensitive-identity-details,Publicly Accessible NASA-Related Research PDF Containing Personal Contact Information and Sensitive Identity Details,,https://nasa.gov,,5,23 Dec 2025
/disclosures/69cc3522-31ff-40a0-a051-1bb87928f25f/public-exposure-of-nasa-sttr-signed-contract-amendment-containing-sensitive-procurement-information,Public Exposure of NASA STTR Signed Contract Amendment Containing Sensitive Procurement Information,,https://nasa.gov,,5,23 Dec 2025
/disclosures/2d7e47c5-2bf8-4ed8-a807-e87e172bd59c/exposed-encrypted-credentials-file-credentials-yml-enc-in-public-nasa-repository,Exposed Encrypted Credentials File (credentials.yml.enc) in Public NASA Repository,,https://nasa.gov,,5,23 Dec 2025
/disclosures/f57340e1-fcd0-4541-b811-d1946468f9d6/unrestricted-access-to-sensitive-researcher-pii-in-nlsp-nasa-gov-lsda-personnel-directory-3-600-records,"Unrestricted Access to Sensitive Researcher PII in nlsp.nasa.gov LSDA Personnel Directory (3,600+ Records)",,https://nasa.gov,,5,23 Dec 2025
/disclosures/1041041b-3ca5-4c2d-bce7-1bc0b67eb640/public-exposure-of-internal-aws-iam-role-api-gateway-configuration-cloudformation-template,Public Exposure of Internal AWS IAM Role & API Gateway Configuration (CloudFormation Template),,https://nasa.gov,,5,23 Dec 2025
/disclosures/af6cbdec-fcd2-44bc-98ef-08263b955734/reflected-cross-site-scripting-xss-in-search-parameter-requires-minimal-user-interaction,Reflected Cross-Site Scripting (XSS) in search Parameter – Requires Minimal User Interaction,,https://nasa.gov,,5,23 Dec 2025
/disclosures/43c007b4-d8ab-4c4d-ba31-ad37b0ead168/reflected-cross-site-scripting-xss-in-search-parameter, Reflected Cross-Site Scripting (XSS) in search Parameter,,https://nasa.gov,,5,22 Dec 2025
/disclosures/f8eeaf55-c161-4fa3-b909-0377cfd761b7/publicly-accessible-nasa-hosted-page-exposes-conference-registrant-pii,Publicly Accessible NASA-Hosted Page Exposes Conference Registrant PII,,https://nasa.gov,,5,19 Dec 2025
/disclosures/ee573a25-3262-4ec7-a648-d1d73bc55e54/unauthenticated-v1-measurement-endpoints-expose-organization-site-metadata-and-internal-ids,	Unauthenticated /v1/measurement/ Endpoints Expose Organization/Site Metadata and Internal IDs,,https://globe.gov/,,5,19 Dec 2025
/disclosures/413bdfa2-5efe-4c8a-84a8-ae89cb4da7ae/information-disclouser,Information Disclouser,,*.epa.gov,,3,19 Dec 2025
/disclosures/f648b2d9-8625-4bf1-86d8-bdd8e84f3ba8/exposure-of-confidential-legal-financial-and-personally-identifiable-information-pii-in-a-publicly-accessible-settlement-agreement-document-related-to-the-clean-air-act,"Exposure of Confidential Legal, Financial, and Personally Identifiable Information (PII) in a Publicly Accessible Settlement Agreement Document Related to the Clean Air Act",,*.epa.gov,,5,19 Dec 2025
/disclosures/1c644256-ccb9-499a-9291-5138da769005/possible-senstive-satellite-data,(possible) senstive satellite data,,https://nasa.gov,,5,18 Dec 2025
/disclosures/3c5f281a-ade6-4920-a968-ebd8f60ebaa7/rxss-in-https-ahed-nasa-gov-search-t-te9cfs,RXSS in https://ahed.nasa.gov/search?t=te9cfs,,,,5,18 Dec 2025
/disclosures/ea7c0313-f406-4c6b-aefb-dc741947360c/distribution-restrictions-public-internal-document-is-exposed-publicly,"Distribution Restrictions:  Public , internal document is exposed publicly ",,https://nasa.gov,,5,18 Dec 2025
/disclosures/a2dbc42c-f4e5-4af4-97e0-0ce9c49f14be/unauthenticated-metrics-endpoint-exposes-sensitive-internal-grafana-nasa-infrastructure-data,Unauthenticated Metrics Endpoint Exposes Sensitive Internal Grafana & NASA Infrastructure Data,,https://nasa.gov,,4,18 Dec 2025
/disclosures/8c0bef28-3ae4-40f8-ab4c-5446255ffa2c/bypassing-the-restrictions-to-load-the-jupyter-notebook-ipynb-from-organizations-other-than-nasa-on-https-lb-gesdisc-eosdis-nasa-gov-meditor,Bypassing the restrictions to load the Jupyter Notebook ipynb from organizations other than nasa on https://lb.gesdisc.eosdis.nasa.gov/meditor,,https://nasa.gov,,3,18 Dec 2025
/disclosures/5c2ca864-dc69-43b1-bdd4-c61c81a08b09/idor-that-allows-disclosing-username-email-pin-firstname-lastname-uei-firmname-address-phonenumbers-etc-of-prosams-application-users,"IDOR that allows disclosing Username,Email,PIN,FirstName,LastName,UEI,FirmName,Address,PhoneNumbers etc of PROSAMS application users.",,https://nasa.gov,,2,18 Dec 2025
/disclosures/41e4cef6-b0bf-4a9c-9a5d-9a34747ad7c4/publicly-accessible-phpinfo-exposes-detailed-server-configuration,Publicly accessible phpinfo() exposes detailed server configuration,,https://nasa.gov,,4,18 Dec 2025
/disclosures/8c24664f-682e-43b6-83eb-885508405ac3/xml-external-entity-injection-in-nasa-cmr-ingest-api-info-dump,XML External Entity Injection in NASA CMR Ingest API - info dump,,https://nasa.gov,,1,17 Dec 2025
/disclosures/df8bba8d-16d4-4e57-849f-c8e4511c4127/reflexted-xss-vulnerability,Reflexted XSS Vulnerability,,https://nasa.gov,,3,17 Dec 2025
/disclosures/6296825c-7c02-4771-80d8-9d1496331981/internal-scan-through-ssrf-in-nasa-worldwind-api,Internal scan through SSRF in NASA Worldwind API,,https://nasa.gov,,3,17 Dec 2025
/disclosures/87458826-6d92-4102-ad25-2d697efeea30/nasa-nlsp-api-discloses-internal-usernames-and-system-role-mappings-to-unauthenticated-users,NASA NLSP API discloses internal usernames and system role mappings to unauthenticated users,,https://nasa.gov,,4,17 Dec 2025
/disclosures/387ed29a-6127-4f87-9558-b88ae30d0aa9/waf-bypass-via-url-path-normalization-on-https-science-nasa-gov-climate-change-multimedia-wp-login-php-action-logout,“WAF Bypass via URL Path Normalization on https://science.nasa.gov/climate-change/multimedia/wp-login.php?action=logout”,,https://nasa.gov,,5,17 Dec 2025
/disclosures/8befddd2-8857-4b7d-9250-4189ca144692/content-spoofing-via-unsanitized-input-email-injection,Content Spoofing via Unsanitized Input | Email Injection,,https://nasa.gov,,5,17 Dec 2025
/disclosures/1c087b0b-e4b2-4c5e-86d4-6e1ee07ba609/server-side-request-forgery-ssrf-local-file-read-high-critical,Server-Side Request Forgery (SSRF) → Local File Read (High / Critical),,https://nasa.gov,,5,17 Dec 2025
/disclosures/a1534347-c042-4755-8691-484f4c3fcf8f/reflected-cross-site-scripting-xss-via-post-request-on-adapt-public-aetc-appdat-jsc-nasa-gov,Reflected Cross Site Scripting (XSS) Via POST request on adapt-public.aetc.appdat.jsc.nasa.gov,,https://nasa.gov,,5,17 Dec 2025
/disclosures/ba6eb482-0889-4fd8-8638-ebd3c6e51648/dns-misconfiguration-missing-caa-record-on-nasa-gov,[DNS Misconfiguration] Missing CAA Record on  nasa.gov ,,https://nasa.gov,,5,17 Dec 2025
/disclosures/32f31bb9-7494-4f92-8daf-b6ce525b1d9c/reflected-xss-on-https-sealevel-nasa-gov-news-features,Reflected XSS on https://sealevel.nasa.gov/news-features/,,https://nasa.gov,,5,15 Dec 2025
/disclosures/c7f43735-db00-44c9-a7ee-a7f1b3ec4a6a/missing-secure-flag-in-_rapgenius_session-session-cookie,"Missing Secure flag in ""_rapgenius_session"" session cookie",,Genius.com,,4,12 Dec 2025
/disclosures/9171dd56-954e-4510-9955-7a5eb276f13b/anonymous-access-to-jira-filter-api-exposes-internal-usernames-emails-and-organizational-structure,"Anonymous Access to Jira Filter API Exposes Internal Usernames, Emails, and Organizational Structure",,*.fws.gov,,3,11 Dec 2025
/disclosures/01bb2c6b-17e9-4d80-b81f-e553a9452fec/systemic-user-information-disclosure-across-nasa-confluence-instances,Systemic User Information Disclosure Across NASA Confluence Instances,,https://nasa.gov,,5,10 Dec 2025
/disclosures/add0c75e-8e55-4bf7-bcfc-991b482742ef/403-bypass-leading-to-exposed-wordpress-authentication-endpoint-on-nasa-science-domain,403 Bypass Leading to Exposed WordPress Authentication Endpoint on NASA Science Domain,,https://nasa.gov,,5,9 Dec 2025
/disclosures/3963e995-35f2-44f4-b1af-30970404e4ee/exposed-nginx-status-page,Exposed NGINX Status Page,,https://nasa.gov,,5,4 Dec 2025
/disclosures/6f62cabb-4174-46e9-a92b-76d1878a3c3e/password-reset-token-exposed-in-redirect-url-globe-gov-sensitive-token-in-url-p4,"Password Reset Token Exposed in Redirect URL — GLOBE.gov (Sensitive Token in URL, P4)",,https://globe.gov/,,5,4 Dec 2025
/disclosures/9f7dc14f-42ad-4e8d-959b-87dfb7cf1e83/server-side-request-forgery-ssrf-via-unvalidated-url-parameter,Server-Side Request Forgery (SSRF) via Unvalidated url Parameter,,https://nasa.gov,,5,4 Dec 2025
/disclosures/c1363d55-9bd3-4937-b7bc-829e0984bdf7/tls-ssl-weak-cipher-suites-detected-no-forward-secrecy-cbc-mode,"TLS/SSL Weak Cipher Suites Detected (No Forward Secrecy, CBC Mode)",,*.thetradedesk.com,,5,25 Nov 2025
/disclosures/2d915a7c-931e-4bbd-8661-da0855671bdc/confirm-if-usera-has-email-x-associated-with-his-her-account,Confirm if UserA has Email X associated with his/her Account,,https://nasa.gov,,5,21 Nov 2025
/disclosures/687f0a60-c9a5-4cc9-8f92-a5593bc1f674/nasa-modis-product-team-contact-list-exposes-pii-data-without-authorized-access,NASA MODIS product team contact list exposes PII data without authorized access,,https://nasa.gov,,5,20 Nov 2025
/disclosures/68f4566e-2358-40c2-92d0-3a5e21023908/idor-that-allows-disclosing-username-email-firstname-lastname-address-phonenumbers-of-prosams-application-users,"IDOR that allows disclosing Username,Email,FirstName,LastName,Address,PhoneNumbers of PROSAMS application users.",,https://nasa.gov,,1,19 Nov 2025
/disclosures/3032e57f-b0e8-4d9a-8d3b-05cf441c3151/nspires-login-and-sensitive-pages-lack-anti-frame-protections-clickjacking-ui-redress-escalated-to-credential-capture-forced-action,NSPIRES login and sensitive pages lack anti-frame protections → Clickjacking (UI redress) escalated to credential capture & forced action,,,,5,19 Nov 2025
/disclosures/46c1433f-68a5-4fa8-91ef-f1728d190d07/publicly-accessible-xml-files-containing-personally-identifiable-information-pii-4-files,Publicly accessible XML files containing Personally Identifiable Information (PII) — 4 files,,https://nasa.gov,,5,18 Nov 2025
/disclosures/55badc6b-b918-4210-a813-255f8f60c155/disclosure-of-sensitive-documents,Disclosure of sensitive documents,,https://nasa.gov,,3,17 Nov 2025
/disclosures/c13f5fb6-b31d-4420-b878-4ef12bb60eba/unauthorized-access-to-goto-jpl-nasa-gov,Unauthorized access to goto.jpl.nasa.gov,,https://nasa.gov,,4,17 Nov 2025
/disclosures/1e63488a-ca15-4ed4-99f3-c0298c72a638/idor-in-team-members-api-exposes-private-emails-and-roles-of-any-team,IDOR in Team Members API Exposes Private Emails and Roles of Any Team,,https://globe.gov/,,3,17 Nov 2025
/disclosures/ed9e7789-f064-4736-80fe-e7a1109eb03c/publicly-accessible-nasa-internal-server-wff-nens-web1-exposed-via-ip-128-154-105-100,Publicly accessible NASA internal server (WFF-NENS-WEB1) exposed via IP 128.154.105.100,,,,3,17 Nov 2025
/disclosures/effab910-9481-4216-a384-88921af6cd36/reauthentication-can-be-bypassed-by-simply-dropping-the-request,Reauthentication can be bypassed by simply dropping the request,,https://us.posthog.com/,,3,17 Nov 2025
/disclosures/b8cacace-a46d-455b-9718-d351a1f98de2/wordpress-plugin-vulnerability,Wordpress plugin vulnerability,,https://nasa.gov,,5,14 Nov 2025
/disclosures/a37625d3-e1c0-4eb5-a14f-a2463e98cdd3/clickjacking-vulnerability-visibleearth-nasa-gov,Clickjacking Vulnerability – visibleearth.nasa.gov,,https://nasa.gov,,5,13 Nov 2025
/disclosures/81a14a02-9d4b-468a-9f6c-104082f9fdcc/data-exposure-internal-disclosure,Data Exposure - Internal Disclosure,,https://nasa.gov,,5,13 Nov 2025
/disclosures/c083ac81-156a-4ad6-9de1-d9d6bd0df66a/sensitive-nasa-user-information-exposure-enabling-unauthorized-ftp-authentication,Sensitive NASA User Information Exposure Enabling Unauthorized FTP Authentication,,https://nasa.gov,,5,13 Nov 2025
/disclosures/34c2ce69-fbb7-4d87-a926-6a2836bcc4d1/directory-listing-enabled-spdf-gsfc-nasa-gov,Directory Listing Enabled – spdf.gsfc.nasa.gov,,https://nasa.gov,,5,12 Nov 2025
/disclosures/d95952b2-927f-490e-8542-e75ec5d4abd6/exposure-of-sensitive-operational-metadata-in-publicly-served-images,Exposure of sensitive operational metadata in publicly served images.,,https://nasa.gov,,5,12 Nov 2025
/disclosures/cdb38381-d5c2-4835-ba73-91856855a0b8/public-exposure-of-scientist-pii-jpl-nasa-websites,Public Exposure of Scientist PII – JPL/NASA Websites,,https://nasa.gov,,5,12 Nov 2025
/disclosures/5399313d-b86d-4965-9c32-dbf77660d4ea/user-data-from-the-asana-s3-bucket-can-be-leaked-via-presigned-url-and-osint,User Data from the Asana S3 Bucket can be leaked via Presigned URL and OSINT,,app.asana.com,,2,10 Nov 2025
/disclosures/b7c69659-7186-4f9b-b88f-a2a020233995/email-html-injection,Email HTML Injection ,,https://globe.gov/,,4,7 Nov 2025
/disclosures/50db7a9a-f18e-4a8b-a6a8-69bfec650888/cross-site-scripting-xss,Cross site scripting - XSS,,https://nasa.gov,,5,4 Nov 2025
/disclosures/da0e3345-4a66-428f-a4d4-55f8dbf9c589/reflected-xss-exploit-chain-with-session-cookie-theft-on-nasa-subdomain,Reflected XSS Exploit Chain with Session Cookie Theft on NASA Subdomain,,https://nasa.gov,,5,4 Nov 2025
/disclosures/7b12e1e1-a052-4037-b23d-b4ea62d75b13/integer-overflow-when-parsing-packets-sent-to-socket-created-with-network_create_server-causes-hard-game-crash,Integer overflow when parsing packets sent to socket created with network_create_server() causes hard game crash.,,GameMaker Studio 2,,3,4 Nov 2025
/disclosures/f5a55951-2b3d-4749-a02d-40b3e30b2347/session-id-disclosure-via-referer-header-to-third-party-domains-nspires-nasaprs-com,Session ID Disclosure via Referer Header to Third-Party Domains (nspires.nasaprs.com),,,,5,3 Nov 2025
/disclosures/660cc1b8-ef59-4301-ab2a-526263b43341/dangling-or-abandoned-social-media-account-takeover,Dangling or Abandoned Social Media Account Takeover,,https://nasa.gov,,4,31 Oct 2025
/disclosures/23d4bb50-16b4-4667-a538-e6a502c9277e/unauthorised-access-to-goaccess-logs-on-https-mwsci-jpl-nasa-gov,Unauthorised Access to GoAccess Logs on https://mwsci.jpl.nasa.gov,,https://nasa.gov,,4,31 Oct 2025
/disclosures/7eff8bb1-c894-4f2b-8f23-88593c987b95/exposed-emails-and-names-on-https-mttc-jpl-nasa-gov-api-retrieve-certs-php,Exposed Emails and Names on https://mttc.jpl.nasa.gov/api/retrieve-certs.php,,https://nasa.gov,,2,31 Oct 2025
/disclosures/62b1f342-2a3a-447e-84b0-4d78df4c69d2/reflected-xss-in-multiple-endpoints-on-gsfc-subdomain,Reflected XSS in Multiple Endpoints on GSFC Subdomain,,https://nasa.gov,,3,31 Oct 2025
/disclosures/af94c194-f841-4ae6-a9f0-0e77a5164b30/public-access-to-internal-data-directory-and-deployment-artifacts-on-nasa-subdomain,Public Access to Internal Data Directory and Deployment Artifacts on NASA Subdomain,,https://nasa.gov,,3,31 Oct 2025
/disclosures/2b53813a-7264-46ed-9df9-ae2215c8353d/exposed-svn-metadata-leads-to-information-disclosure-and-unauthenticated-file-access,Exposed .svn Metadata Leads to Information Disclosure and Unauthenticated File Access,,https://nasa.gov,,2,31 Oct 2025
/disclosures/d1847e21-df10-4001-99ef-9ba9a3459141/public-exposure-of-nasa-ftp-credentials-in-coral-document-pdf-hosted-on-google-docs,Public Exposure of NASA FTP Credentials in CORAL Document (PDF Hosted on Google Docs),,,,3,31 Oct 2025
/disclosures/26e3e95b-a1af-4baf-afc0-8b05de8abef5/source-code-disclosure,Source Code Disclosure,,https://nasa.gov,,5,30 Oct 2025
/disclosures/0c5e85a6-c6ef-4ffa-9ac9-210c9baac58c/html-injection,HTML Injection,,https://nasa.gov,,5,30 Oct 2025
/disclosures/73b472b1-f07a-4b20-bb70-ca3982064ae4/reflected-xss-in-type-parameter-on-nlsp-nasa-gov,Reflected XSS in `type` parameter on nlsp.nasa.gov ,,,,3,30 Oct 2025
/disclosures/3b703a30-6f6c-4964-9ad5-3ba03583c8e6/vulnerable-js-library-jquery-datatables-1-10-20-on-asdc-larc-nasa-gov,Vulnerable JS Library jquery.dataTables 1.10.20 on asdc.larc.nasa.gov,,https://nasa.gov,,5,29 Oct 2025
/disclosures/cc9a7588-a18d-427a-b965-54a48bc076d0/public-exposure-of-pii-via-xml-metadata-enabling-targeted-phishing-and-reconnaissance,Public Exposure of PII via XML Metadata Enabling Targeted Phishing and Reconnaissance,,https://nasa.gov,,5,29 Oct 2025
/disclosures/f425b701-318e-4fd6-ba9e-4710130a8ca7/unauthenticated-access-to-nasa-swehb-admin-pages,Unauthenticated Access to NASA SWEHB Admin Pages,,https://nasa.gov,,3,28 Oct 2025
/disclosures/623ea694-3569-4725-ab60-cfdc48c19427/unauthenticated-nasa-gravity-forms-api-endpoint-exposes-sensitive-internal-metadata,Unauthenticated NASA Gravity Forms API Endpoint Exposes Sensitive Internal Metadata,,https://nasa.gov,,5,27 Oct 2025
/disclosures/b154e18a-cb5b-41e6-abcf-dc0f28b64c31/absence-of-anti-csrf-tokens,Absence of Anti-CSRF Tokens ,,https://globe.gov/,,5,23 Oct 2025
